ID,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
7855,332,PAYMENT,21619.19,C35525608,390172,368552.81,M736030342,0,0,0
7856,139,PAYMENT,33733.78,C550456291,17041,0,M1311508593,0,0,0
7857,164,TRANSFER,1627389.26,C743239060,1627389.26,0,C1443003835,0,0,1
7858,12,CASH_OUT,522209.08,C1867524752,0,0,C1088896353,1736871.65,2259080.73,0
7859,425,TRANSFER,19421.77,C499057718,19421.77,0,C1899051151,0,0,1
7860,402,CASH_IN,1385.33,C854233935,199994,201379.33,C909042486,0,0,0
7861,328,TRANSFER,149690.74,C473075812,0,0,C1282195729,439333.26,589024,0
7862,228,CASH_IN,213087.5,C1021226799,4884460.96,5097548.46,C77386561,1076290.95,863203.44,0
7863,442,TRANSFER,2758096,C1294538821,2758096,0,C651427607,0,0,1
7864,405,CASH_OUT,143499.02,C1631495370,0,0,C1588487292,374340.67,517839.69,0
7865,185,PAYMENT,1284.95,C1470132851,115984.78,114699.84,M458820268,0,0,0
7866,213,PAYMENT,4559.85,C603843838,2639,0,M794313357,0,0,0
7867,404,CASH_OUT,40359.75,C1580733517,40359.75,0,C1833873982,37684.35,78044.1,1
7868,542,TRANSFER,7469051.14,C88290164,7469051.14,0,C161940442,0,0,1
7869,41,PAYMENT,8297.86,C1398459582,13504,5206.14,M606293239,0,0,0
7870,129,PAYMENT,514.22,C1990942374,29815,29300.78,M980522592,0,0,0
7871,393,PAYMENT,13558.24,C1929081564,0,0,M377386563,0,0,0
7872,328,CASH_IN,452994.79,C1075801132,3416480.21,3869475,C260011876,855618.74,402623.95,0
7873,303,TRANSFER,447009.83,C256552805,447009.83,0,C312822815,0,0,1
7874,138,PAYMENT,19778.34,C1493068855,24645,4866.66,M237042985,0,0,0
7875,351,CASH_OUT,9772559.35,C1597398625,9772559.35,0,C1830194909,1968332.75,11740892.1,1
7876,402,CASH_OUT,451745.13,C786294932,0,0,C294042483,2611361.42,3063106.56,0
7877,275,CASH_OUT,130439.57,C1233649700,0,0,C657258271,982829.62,1113269.19,0
7878,253,PAYMENT,2253.62,C900824548,0,0,M363905292,0,0,0
7879,64,TRANSFER,3097121.75,C941791959,3097121.75,0,C1945517835,0,0,1
7880,150,CASH_OUT,119454.86,C1044668407,119454.86,0,C1238137303,0,119454.86,1
7881,349,CASH_OUT,98736.52,C1301301419,98736.52,0,C489315862,0,98736.52,1
7882,204,CASH_IN,153706.79,C1616482293,6692673.97,6846380.76,C242593110,159892.44,6185.65,0
7883,86,TRANSFER,72547.29,C759761137,72547.29,0,C1046167270,0,0,1
7884,55,TRANSFER,309254.05,C1323797959,309254.05,0,C986375360,0,0,1
7885,413,TRANSFER,438983.45,C194150197,438983.45,0,C998514614,0,0,1
7886,236,TRANSFER,45186.6,C1930662128,153768,108581.4,C1116078698,0,45186.6,0
7887,572,CASH_OUT,262960.23,C1968069428,262960.23,0,C743933845,0,262960.23,1
7888,472,TRANSFER,653983.93,C951821221,653983.93,0,C1535144828,0,0,1
7889,540,TRANSFER,3707342.38,C374837876,3707342.38,0,C369028557,0,0,1
7890,18,CASH_OUT,314251.58,C1462280812,75956.47,0,C90486891,7962205.25,8276456.84,1
7891,458,CASH_OUT,167806.93,C964445001,167806.93,0,C1195194203,0,167806.93,1
7892,120,PAYMENT,5748.8,C871743969,50966,45217.2,M1140008624,0,0,0
7893,203,PAYMENT,32486.08,C2142015785,0,0,M198159455,0,0,0
7894,379,PAYMENT,15758.53,C2087357461,10943,0,M1113778212,0,0,0
7895,380,TRANSFER,799797.88,C479893074,799797.88,0,C2076141378,0,0,1
7896,407,TRANSFER,288214.4,C1303442767,33589,0,C938156614,323014.68,611229.08,0
7897,692,CASH_OUT,115895.65,C1506123201,5256.63,0,C690468852,329652.57,445548.22,0
7898,16,CASH_OUT,225106.69,C756266287,31486,0,C1151633514,1024540.04,1889367.61,0
7899,397,CASH_IN,236758.39,C905248867,104361,341119.39,C1412243103,0,0,0
7900,178,CASH_OUT,243122.23,C189607703,56510,0,C689483405,1995465,2238587.23,0
7901,588,CASH_OUT,16619.95,C1105637215,16619.95,0,C965761835,0,16619.95,1
7902,11,CASH_OUT,105073.76,C1629613996,0,0,C124615142,528253.8,633327.56,0
7903,12,PAYMENT,478.16,C590015136,41013.45,40535.29,M415444778,0,0,0
7904,497,TRANSFER,2123610.45,C1534934111,2123610.45,0,C1232151858,0,0,1
7905,251,CASH_OUT,212143.17,C621844620,9170,0,C1802342633,143135.75,355278.91,0
7906,274,TRANSFER,188441.76,C194292949,188441.76,0,C182280764,0,0,1
7907,181,CASH_OUT,146425.07,C1834609894,0,0,C1827542105,274193.13,420618.2,0
7908,336,PAYMENT,4444.93,C2112727553,196907.85,192462.92,M286984573,0,0,0
7909,301,CASH_OUT,125632.58,C504415675,0,0,C1337836616,1456237.93,1581870.51,0
7910,285,PAYMENT,6048.09,C1722085511,23786,17737.91,M779936835,0,0,0
7911,36,TRANSFER,535068.26,C1968815912,177973.17,0,C1157738447,545378.95,1080447.21,0
7912,546,CASH_OUT,534158.52,C971904885,534158.52,0,C726333596,5156.57,539315.09,1
7913,182,CASH_OUT,342096.47,C1873552196,198017,0,C987839723,118996.22,472570.67,0
7914,67,CASH_OUT,106460.7,C844080619,106460.7,0,C597435768,1414263.15,1520723.84,1
7915,371,PAYMENT,9472.64,C1776978998,0,0,M1467634638,0,0,0
7916,405,CASH_OUT,156407.2,C1117544177,0,0,C597064091,281715.45,438122.64,0
7917,330,PAYMENT,695.91,C932430152,15032,14336.09,M967422711,0,0,0
7918,278,CASH_OUT,26541.1,C1166329534,229,0,C1934689735,48048.54,74589.64,0
7919,300,CASH_OUT,96750.56,C1502375255,0,0,C1918850062,178179.84,274930.4,0
7920,331,CASH_IN,56763.55,C232242933,15874727.49,15931491.04,C472399328,116794.34,60030.79,0
7921,403,TRANSFER,503381.73,C1070653753,0,0,C1218860489,1723010.6,2226392.33,0
7922,133,CASH_OUT,388883.82,C259158004,53915,0,C1997693743,10074,396305.4,0
7923,518,CASH_OUT,40282.31,C1023727965,889,0,C910412963,168627.05,208909.37,0
7924,379,PAYMENT,2906.62,C1348040975,37678.41,34771.79,M1526985916,0,0,0
7925,281,CASH_OUT,212008.68,C1171754434,0,0,C1285606962,3462817.78,3674826.45,0
7926,365,CASH_OUT,916644.03,C673817136,916644.03,0,C2054229425,2026.9,918670.94,1
7927,161,TRANSFER,424087.03,C1698236435,21209,0,C488114011,190967.69,615054.72,0
7928,65,CASH_OUT,3760068.04,C1824157901,3760068.04,0,C675598051,622555.65,4382623.69,1
7929,405,PAYMENT,27928.67,C1278882852,235,0,M313875689,0,0,0
7930,445,CASH_OUT,2277862.67,C130301961,2277862.67,0,C338862629,6894555.29,9172417.96,1
7931,13,PAYMENT,14463.76,C560634448,0,0,M706970526,0,0,0
7932,42,CASH_OUT,8269.75,C2096363671,328606,320336.25,C2075349804,661810.94,670080.69,0
7933,398,CASH_IN,233732.62,C368889489,290049.76,523782.39,C416381189,615874.45,382141.83,0
7934,150,CASH_OUT,163852.19,C1364188509,163852.19,0,C1652775924,548967.17,712819.36,1
7935,300,PAYMENT,15732.12,C1759460455,250,0,M1126644120,0,0,0
7936,182,CASH_IN,210674.31,C1677653965,2176001.78,2386676.09,C1908837011,10702241.67,10491567.36,0
7937,23,PAYMENT,219.71,C1941919078,0,0,M1800776051,0,0,0
7938,379,CASH_OUT,134164.27,C1578711165,31294,0,C19320729,227323.9,361488.17,0
7939,273,CASH_OUT,317585.22,C473776121,62952,0,C1174381881,124161.75,441746.98,0
7940,160,CASH_IN,77801.98,C179356020,6115575.37,6193377.35,C170168875,981233.05,903431.07,0
7941,204,CASH_IN,23197.59,C1604663295,2287890.73,2311088.32,C1764814903,800217.59,777020,0
7942,261,TRANSFER,358159.13,C23700491,358159.13,0,C2007086276,0,0,1
7943,374,CASH_IN,59156.98,C792847060,16772049.31,16831206.29,C1692980072,647796.6,588639.62,0
7944,21,CASH_OUT,110475.4,C851435668,139,0,C1598555599,0,110475.4,0
7945,58,TRANSFER,246938.77,C1588962215,246938.77,0,C1667993735,0,0,1
7946,102,CASH_OUT,22025.14,C505649715,22025.14,0,C2023092141,1730076.39,1752101.53,1
7947,409,TRANSFER,10000000,C1989519123,11018800.91,1018800.91,C196714546,0,0,1
7948,207,PAYMENT,5436.62,C492086837,487490.85,482054.24,M1441076472,0,0,0
7949,283,CASH_OUT,209740.62,C400384315,112141,0,C849919314,0,209740.62,0
7950,528,CASH_OUT,11070.29,C1036084713,11070.29,0,C1070700458,341891.92,352962.21,1
7951,122,TRANSFER,91637.51,C618768599,91637.51,0,C1191948500,0,0,1
7952,36,CASH_OUT,819503.92,C510717698,819503.92,0,C1469248112,255585.23,1470226.48,1
7953,178,CASH_IN,56753.46,C1150091217,1703183.75,1759937.21,C2126869357,2168378.29,2111624.83,0
7954,401,DEBIT,2433.03,C102190802,12981,10547.97,C1834690913,2561116.77,2563549.81,0
7955,274,TRANSFER,886649.27,C1581551571,154,0,C614113105,121926.97,1008576.24,0
7956,260,CASH_IN,141367.68,C481809093,10281,151648.68,C663327986,0,0,0
7957,2,TRANSFER,963532.14,C1440057381,963532.14,0,C268086000,0,0,1
7958,41,PAYMENT,16904.46,C2097011404,176299,159394.54,M1190918547,0,0,0
7959,588,CASH_OUT,13421.28,C1266869176,13421.28,0,C1420115027,218083.06,231504.35,1
7960,131,CASH_OUT,212886.07,C77451078,0,0,C1837095482,3883597,4096483.07,0
7961,386,CASH_OUT,1500582.08,C869621048,1500582.08,0,C1722207907,24882357.62,26382939.7,1
7962,143,TRANSFER,155854.37,C1352884053,155854.37,0,C769290642,0,0,1
7963,106,CASH_OUT,110457,C1134044412,110457,0,C1839671644,4174451.61,4284908.61,1
7964,136,CASH_OUT,361094.48,C275689153,208004.14,0,C9383664,5781068.06,6142162.54,0
7965,46,CASH_OUT,3474.28,C1361936601,195703.71,192229.43,C1066897794,588083.18,591557.46,0
7966,205,TRANSFER,188473.09,C1887373253,188473.09,0,C1609905558,0,0,1
7967,400,CASH_OUT,4598089.88,C1115133775,4598089.88,0,C1079679103,771511.79,5369601.67,1
7968,117,TRANSFER,251621.18,C879463132,251621.18,0,C89396076,0,0,1
7969,331,CASH_OUT,278621.59,C2071504153,97.47,0,C1632564393,3852467.15,4131088.74,0
7970,201,CASH_OUT,47606.97,C1802853769,16742,0,C798732702,3653850.37,3701457.33,0
7971,521,TRANSFER,27483.79,C442425098,27483.79,0,C684431527,0,0,1
7972,333,TRANSFER,2070939.88,C1745983205,2070939.88,0,C754249835,0,0,1
7973,12,CASH_OUT,235684.02,C305341311,0,0,C232812328,7116591.86,7186393.7,0
7974,298,PAYMENT,58631.32,C22818865,151733,93101.68,M970719866,0,0,0
7975,513,TRANSFER,100762.66,C1956153876,100762.66,0,C515991541,0,0,1
7976,350,CASH_OUT,329020.71,C147345820,151534,0,C1653090347,0,329020.71,0
7977,186,CASH_OUT,91823.47,C835870355,48125,0,C1847444976,10663394.1,10755217.57,0
7978,8,CASH_OUT,134941.22,C47764703,14033,0,C664038638,350693.72,590162.01,0
7979,274,CASH_OUT,99529.92,C707441102,50103,0,C1660063790,0,99529.92,0
7980,669,TRANSFER,5388834.64,C2045535389,5388834.64,0,C1440223571,0,0,1
7981,523,TRANSFER,5999376.79,C1206710867,5999376.79,0,C2020321619,0,0,1
7982,320,CASH_OUT,8950011.46,C780587384,8950011.46,0,C602293403,3501917.61,12451929.08,1
7983,672,CASH_OUT,7218629.01,C578564110,7218629.01,0,C903355474,0,7218629.01,1
7984,395,CASH_OUT,168036.29,C140032646,0,0,C576696558,900639.94,1068676.23,0
7985,382,CASH_OUT,1595587.46,C1681145385,1595587.46,0,C1060758741,7519338.35,9114925.81,1
7986,344,CASH_OUT,118499.44,C1801565118,118499.44,0,C1877373343,1881892.83,2000392.27,1
7987,354,CASH_IN,426259.43,C982824386,457290,883549.43,C596358108,320813.84,0,0
7988,158,CASH_IN,46408.68,C522851955,184,46592.68,C1102975833,4609295.8,4451996.11,0
7989,728,TRANSFER,6322399.97,C1838430036,6322399.97,0,C432858723,0,0,1
7990,273,TRANSFER,159106.12,C1424958936,159106.12,0,C1471537489,0,0,1
7991,143,PAYMENT,6106.95,C1944673426,77386,71279.05,M1180939540,0,0,0
7992,69,TRANSFER,7728992.56,C139632487,7728992.56,0,C1966690861,0,0,1
7993,633,TRANSFER,125107.12,C2008189700,125107.12,0,C1820507846,0,0,1
7994,40,CASH_OUT,473154.38,C1011735291,118951.68,0,C618892725,1478871.52,1952025.9,0
7995,160,PAYMENT,28242.18,C1902858077,0,0,M174459118,0,0,0
7996,394,PAYMENT,51950.23,C363037761,0,0,M1134882447,0,0,0
7997,38,CASH_OUT,355241.55,C1669524215,0,0,C1118437009,683582.16,1038823.72,0
7998,281,TRANSFER,204778.86,C124602239,204778.86,0,C1687616355,0,0,1
7999,283,CASH_IN,6442.72,C1419434987,5628459.69,5634902.41,C1595608771,586360.25,579917.52,0
8000,12,CASH_OUT,489133.48,C469755542,0,0,C1623163931,494367.34,1900913.13,0
8001,158,CASH_IN,235262.97,C1308833995,9020,244282.97,C537657154,168423.32,0,0
8002,107,TRANSFER,418691.02,C1854590782,418691.02,0,C177484937,0,0,1
8003,207,CASH_OUT,42219.46,C1995000971,45120,2900.54,C424784684,0,42219.46,0
8004,131,CASH_IN,63856.79,C1876143020,15396521.48,15460378.26,C388836164,288610.1,570685.64,0
8005,157,CASH_OUT,302439.65,C1063982695,5761,0,C1910061175,0,302439.65,0
8006,695,CASH_OUT,799123.57,C999561448,799123.57,0,C1038753033,5474293.01,6273416.58,1
8007,325,PAYMENT,9192.59,C597334150,0,0,M1412703692,0,0,0
8008,379,CASH_OUT,111436.56,C513881199,179.55,0,C1805125802,555976.64,667413.2,0
8009,155,CASH_IN,97199.59,C1461750507,10254,107453.59,C1259836459,578359.76,481160.16,0
8010,403,CASH_OUT,132115.65,C1069921251,10271,0,C1338828282,3688899.56,3821015.21,0
8011,402,PAYMENT,2511.06,C417716144,0,0,M1256399958,0,0,0
8012,315,CASH_OUT,76640.82,C47767227,76640.82,0,C756075054,0,76640.82,1
8013,582,CASH_OUT,1070031.6,C1648383630,1070031.6,0,C2144732006,8950696.17,10020727.77,1
8014,356,PAYMENT,11194.56,C626490608,27440.84,16246.28,M1410006959,0,0,0
8015,34,PAYMENT,1895.34,C493807761,247310.03,245414.7,M1285850749,0,0,0
8016,277,CASH_OUT,171657.75,C1977943869,582,0,C1279229754,0,171657.75,0
8017,349,CASH_OUT,61447.75,C1852617565,0,0,C1145385997,6288956.8,6350404.55,0
8018,298,CASH_OUT,184467.14,C605049108,52222,0,C1803888177,4680268.48,4864735.62,0
8019,527,PAYMENT,57752.2,C1201996723,8180.78,0,M2034781283,0,0,0
8020,236,CASH_OUT,8937.69,C1509852361,0,0,C315827160,335100.03,344037.71,0
8021,40,TRANSFER,597664.4,C1659751466,0,0,C734159745,4802556.03,5353598.53,0
8022,529,TRANSFER,1773151.32,C1982613524,1773151.32,0,C1995262823,0,0,1
8023,36,PAYMENT,40075.32,C262256390,2792,0,M1670933872,0,0,0
8024,126,CASH_OUT,938288.58,C1870394283,938288.58,0,C1006464744,0,938288.58,1
8025,343,CASH_OUT,802417.45,C1482135035,802417.45,0,C172797825,49645.31,852062.77,1
8026,20,CASH_OUT,37871.18,C643913259,40505,2633.82,C1486503199,315373.97,353245.15,0
8027,133,CASH_OUT,30731.42,C144503017,318397.66,287666.24,C1531396100,0,30731.42,0
8028,652,TRANSFER,258570.41,C1873532764,258570.41,0,C205442516,0,0,1
8029,299,PAYMENT,7557.31,C813860787,0,0,M2081649773,0,0,0
8030,139,PAYMENT,362.01,C428724787,0,0,M226976276,0,0,0
8031,567,CASH_OUT,1839972.36,C111188799,1839972.36,0,C493262477,172909.36,2012881.72,1
8032,376,PAYMENT,4703.93,C1102822113,51505,46801.07,M2050155843,0,0,0
8033,432,TRANSFER,1150413.99,C412631050,1150413.99,0,C1746289877,0,0,1
8034,461,CASH_OUT,830991.53,C307666203,830991.53,0,C1498742715,48795.65,879787.17,1
8035,584,CASH_OUT,597806.2,C743026974,597806.2,0,C1575584182,0,597806.2,1
8036,149,CASH_OUT,5477272.72,C478532233,5477272.72,0,C1188145688,0,5477272.72,1
8037,240,DEBIT,2716.22,C967453490,49797,47080.78,C1786422430,855862.73,858578.96,0
8038,143,TRANSFER,171337.99,C239155420,171337.99,0,C780047306,0,0,1
8039,688,CASH_OUT,971133.63,C184826905,971133.63,0,C1167936377,6456.76,977590.39,1
8040,402,CASH_IN,410326.38,C421633528,6189,416515.38,C89775298,407217.79,0,0
8041,469,CASH_OUT,187882.52,C71771057,15418,0,C1615873173,28002.45,215884.97,0
8042,153,CASH_IN,188978.13,C711907192,57896,246874.13,C32646381,0,0,0
8043,403,PAYMENT,19850.6,C1290129838,379783.35,359932.75,M26599526,0,0,0
8044,156,PAYMENT,4888.92,C791030113,0,0,M1845110178,0,0,0
8045,209,TRANSFER,208483.6,C1948491564,0,0,C1013318953,328964.84,537448.44,0
8046,446,TRANSFER,398041.98,C1674336510,398041.98,0,C31094949,0,0,1
8047,206,PAYMENT,8975.21,C1072764003,20408,11432.79,M2138716427,0,0,0
8048,188,CASH_OUT,301466.78,C805020601,0,0,C1584865811,2259263.14,2560729.93,0
8049,227,CASH_OUT,104783.91,C1273696315,1626,0,C294810721,31329460.14,31434244.05,0
8050,709,CASH_OUT,5694.21,C1560594448,116165,110470.79,C1731135675,415814.79,421509,0
8051,179,PAYMENT,7750.68,C1009614135,20330,12579.32,M1261877944,0,0,0
8052,176,TRANSFER,106642.43,C2073914981,106642.43,0,C1753584812,0,0,1
8053,492,CASH_OUT,59016.33,C1560608719,160,0,C259860002,493484.06,552500.39,0
8054,718,TRANSFER,371449.7,C1572583311,371449.7,0,C336176580,0,0,1
8055,279,CASH_OUT,163370.72,C1688374278,109363,0,C741970515,259855.63,423226.35,0
8056,396,CASH_OUT,59996.12,C690114477,59996.12,0,C543599134,0,59996.12,1
8057,442,TRANSFER,355969.72,C227175045,355969.72,0,C765607741,0,0,1
8058,104,TRANSFER,306833.41,C1531491177,306833.41,0,C495237092,0,0,1
8059,129,PAYMENT,21574.76,C53519101,527,0,M1600817973,0,0,0
8060,328,TRANSFER,975389.94,C891486597,975389.94,0,C951633995,0,0,1
8061,122,TRANSFER,994676.91,C145252938,994676.91,0,C2046097949,0,0,1
8062,664,CASH_OUT,397069.12,C824215467,397069.12,0,C1024853956,0,397069.12,1
8063,395,PAYMENT,15914.81,C900189053,0,0,M1418400249,0,0,0
8064,251,CASH_OUT,48237.78,C1049626764,0,0,C179239461,2761808.7,2810046.48,0
8065,133,CASH_OUT,542289.68,C1553553891,29337,0,C331910152,0,542289.68,0
8066,13,CASH_OUT,1161495.82,C165094398,1161495.82,0,C1966002811,319036.02,1565123.81,1
8067,398,TRANSFER,31334.57,C2082183207,31334.57,0,C1631331528,0,0,1
8068,329,CASH_IN,34060.08,C654771951,5493272.89,5527332.97,C590225483,392471.88,358411.8,0
8069,136,CASH_OUT,141115.82,C775538822,0,0,C553173438,2016799.96,2157915.78,0
8070,209,PAYMENT,16689.09,C1687802819,0,0,M1535326686,0,0,0
8071,187,CASH_OUT,7338.42,C1996538876,15445,8106.58,C137168490,44608.3,51946.71,0
8072,238,PAYMENT,2917.67,C791793033,10274,7356.33,M33511599,0,0,0
8073,397,TRANSFER,10064.8,C1810115956,0,0,C1469499213,355476.64,365541.44,0
8074,294,TRANSFER,380214.33,C492377263,380214.33,0,C357527156,0,0,1
8075,12,CASH_OUT,30515.59,C327313250,0,0,C1514087105,805501.46,1276436.02,0
8076,105,CASH_OUT,216351.05,C1463568092,216351.05,0,C1631716263,0,216351.05,1
8077,324,CASH_OUT,187098.16,C2030400604,21456,0,C208642484,0,187098.16,0
8078,181,PAYMENT,415.68,C1323409030,0,0,M959834367,0,0,0
8079,139,CASH_IN,46383.2,C1311859221,11952,58335.2,C456919243,0,0,0
8080,331,CASH_OUT,70608.85,C1457950457,222695.12,152086.28,C1820377500,757119.76,827728.61,0
8081,421,TRANSFER,207021.45,C376689274,207021.45,0,C1019270751,0,0,1
8082,529,TRANSFER,1399724.98,C1420554412,1399724.98,0,C424524612,0,0,1
8083,308,PAYMENT,6777.25,C1066390437,201484.94,194707.68,M906256893,0,0,0
8084,38,CASH_OUT,181099.1,C508499072,784559.12,603460.02,C2037085591,228631.99,409731.09,0
8085,28,TRANSFER,491517.77,C1029198062,491517.77,0,C1534111155,0,0,1
8086,40,TRANSFER,547764.59,C942648569,0,0,C670765427,1021077.8,1568842.39,0
8087,283,PAYMENT,11144.34,C1658959779,6014,0,M1909239484,0,0,0
8088,558,TRANSFER,1268931.21,C441921841,1268931.21,0,C737006498,0,0,1
8089,482,CASH_OUT,37831.15,C1939829449,37831.15,0,C1329996187,918489.62,956320.77,1
8090,732,CASH_OUT,1157971.07,C1123625591,1157971.07,0,C355172230,2974237.06,4132208.13,1
8091,639,CASH_OUT,45890.12,C964390275,45890.12,0,C448797974,3851863.42,3897753.54,1
8092,187,CASH_IN,288652.42,C204145079,2604484.56,2893136.98,C1933801413,778917.79,490265.37,0
8093,403,TRANSFER,949979.11,C1093983453,949979.11,0,C1655127778,0,0,1
8094,621,TRANSFER,662104.87,C680679578,662104.87,0,C1772715697,0,0,1
8095,497,CASH_OUT,1177100.83,C59063278,1177100.83,0,C2038304513,0,1177100.83,1
8096,691,TRANSFER,612241.76,C127795331,612241.76,0,C81849981,0,0,1
8097,547,TRANSFER,400276.72,C1773081867,400276.72,0,C69800552,0,0,1
8098,18,CASH_OUT,357378.73,C2054328161,172874,0,C1926378313,0,357378.73,0
8099,139,CASH_OUT,188251.53,C1119828868,3271,0,C1370336635,11921652.37,12109903.9,0
8100,178,CASH_OUT,132669.25,C1577482555,0,0,C1521524909,180725.9,98015.7,0
8101,25,CASH_OUT,8383.17,C644686763,8383.17,0,C980380973,6577262.64,6585645.81,1
8102,303,TRANSFER,199870.29,C37736433,199870.29,0,C279131656,0,0,1
8103,130,CASH_OUT,90430.46,C845887265,0,0,C1283155668,240003.1,513834.26,0
8104,234,CASH_OUT,50373.79,C635565489,0,0,C393983598,146279.59,196653.38,0
8105,261,PAYMENT,9781.53,C331192109,19876,10094.47,M297325227,0,0,0
8106,304,TRANSFER,21948885.73,C2016696576,6497.03,0,C2047967454,30676933.05,52625818.78,0
8107,51,TRANSFER,1398946.33,C1560394123,1398946.33,0,C1393670189,0,0,1
8108,238,CASH_OUT,193247.6,C1128062359,0,0,C141956842,1597649.32,1790896.91,0
8109,513,TRANSFER,159724.42,C525368307,159724.42,0,C576603787,0,0,1
8110,316,CASH_OUT,1825908.12,C1679134628,1825908.12,0,C1851310686,0,1825908.12,1
8111,395,TRANSFER,171880.67,C49917246,171880.67,0,C1810191197,0,0,1
8112,658,CASH_OUT,54583.71,C288327856,54583.71,0,C1847735500,0,54583.71,1
8113,351,CASH_OUT,6721321.33,C276220199,6721321.33,0,C150133143,85644.25,6806965.58,1
8114,178,CASH_OUT,332763.71,C866641343,0,0,C262536507,581957.83,914721.54,0
8115,86,TRANSFER,21829.31,C1342024703,21829.31,0,C1828683068,0,0,1
8116,75,TRANSFER,810039.19,C756454870,810039.19,0,C1095120189,0,0,1
8117,86,CASH_OUT,6972164.97,C1268472825,6972164.97,0,C2126149202,5680.28,6977845.25,1
8118,249,TRANSFER,12855.05,C1739469396,12855.05,0,C774459296,0,0,1
8119,358,PAYMENT,10774.42,C1165494068,11949,1174.58,M1544930524,0,0,0
8120,232,CASH_IN,176616.66,C1896495089,5713149.43,5889766.09,C300870325,8445959.05,8269342.39,0
8121,52,CASH_OUT,1093155.19,C395947070,1093155.19,0,C1747066716,1966451.64,3059606.83,1
8122,416,CASH_IN,114755.89,C233992247,106419,221174.89,C1756468127,2341096.05,2226340.16,0
8123,275,CASH_OUT,66524.73,C1755764304,30458,0,C1903176288,140387.58,206912.31,0
8124,56,TRANSFER,4243468.19,C244956323,4243468.19,0,C1079262309,0,0,1
8125,635,TRANSFER,182739.36,C1687063682,182739.36,0,C451391923,0,0,1
8126,194,CASH_OUT,1501297.88,C1407686469,1501297.88,0,C1582355721,0,1501297.88,1
8127,182,CASH_OUT,1486052.97,C738179255,1486052.97,0,C867957105,775543.29,2261596.26,1
8128,155,CASH_OUT,196174.82,C1467323348,2079,0,C309643068,173965.42,370140.23,0
8129,367,TRANSFER,435867.16,C790089745,435867.16,0,C1816333758,0,0,1
8130,372,CASH_OUT,196243.07,C981254132,0,0,C415535967,291750.24,487993.31,0
8131,56,CASH_OUT,2776135.33,C718213394,2776135.33,0,C1307403006,0,2776135.33,1
8132,204,PAYMENT,5070.22,C1595966434,310229.51,305159.29,M584140904,0,0,0
8133,370,PAYMENT,8852.51,C397154561,0,0,M275750421,0,0,0
8134,481,TRANSFER,305183.84,C1457867360,305183.84,0,C1143524875,0,0,1
8135,58,CASH_OUT,561948.38,C1424142386,561948.38,0,C248271098,30911.97,592860.35,1
8136,2,CASH_OUT,1096187.24,C77163673,1096187.24,0,C644345897,0,1096187.24,1
8137,730,CASH_OUT,2154005.71,C1514500854,2154005.71,0,C1368085881,0,2154005.71,1
8138,330,PAYMENT,36022.62,C1196482995,2179,0,M511689853,0,0,0
8139,177,PAYMENT,2289.08,C560295459,0,0,M1446090681,0,0,0
8140,156,PAYMENT,42159.72,C1737782998,3092,0,M437966548,0,0,0
8141,384,TRANSFER,2374412.42,C958603903,2374412.42,0,C68780715,0,0,1
8142,322,CASH_OUT,298302.66,C984465043,0,0,C516135076,1298812.11,1597114.77,0
8143,185,CASH_OUT,131597.73,C1484249686,131597.73,0,C437393063,0,0,1
8144,371,CASH_IN,159418.36,C15160000,14118,173536.36,C1370116613,2060299.97,1900881.61,0
8145,4,TRANSFER,169941.73,C540962910,169941.73,0,C2127862399,0,0,1
8146,13,CASH_IN,216358.68,C857645041,537,216895.68,C660981056,2269228.23,2052869.55,0
8147,595,CASH_OUT,44187.99,C1948473188,0,0,C1279988250,380741.79,424929.78,0
8148,134,PAYMENT,27265.33,C732392347,0,0,M1301367830,0,0,0
8149,374,CASH_OUT,270651.43,C2012124192,20341,0,C975697753,0,270651.43,0
8150,380,CASH_OUT,527671.62,C1418801968,0,0,C525214225,540383.15,1068054.77,0
8151,11,TRANSFER,1594072.67,C619507195,110629,0,C1774579266,0,1960027.3,0
8152,181,TRANSFER,647118.24,C1005927829,0,0,C214033895,1877753.06,2524871.3,0
8153,139,PAYMENT,43392.43,C779788961,70480,27087.57,M1791254934,0,0,0
8154,212,PAYMENT,14748.4,C673348564,29377,14628.6,M2011681135,0,0,0
8155,18,CASH_OUT,183865.39,C169411496,0,0,C18992486,0,183865.39,0
8156,256,PAYMENT,13281.02,C586519982,377390.51,364109.48,M2131611214,0,0,0
8157,131,TRANSFER,124057.58,C1827233798,124057.58,0,C203519578,0,0,1
8158,329,PAYMENT,1047.88,C790776671,30304,29256.12,M354182178,0,0,0
8159,162,PAYMENT,1923.95,C1361455737,222975.04,221051.09,M1508344667,0,0,0
8160,61,TRANSFER,475368.94,C397354505,475368.94,0,C320276503,0,0,1
8161,457,CASH_OUT,145482.09,C27253971,145482.09,0,C325487676,1686412.37,1831894.45,1
8162,694,TRANSFER,71729.96,C185217434,71729.96,0,C1355260176,0,0,1
8163,375,CASH_IN,19295.18,C1968702197,835855.07,855150.26,C971675797,216198.78,196903.6,0
8164,324,PAYMENT,39034.45,C1209677863,0,0,M243448020,0,0,0
8165,253,PAYMENT,18005.6,C2034791240,334755.52,316749.92,M175800740,0,0,0
